0001;00001;CORRENTE;-460.0;500.0
0001;00002;POUPANCA;500.0;0.0
0002;00003;POUPANCA;2100.0;0.0
0002;00004;CORRENTE;0.0;100.0
0003;00005;POUPANCA;0.0;0.0
0003;00006;CORRENTE;0.0;500.0
0004;00007;POUPANCA;0.0;0.0
0004;00008;CORRENTE;0.0;500.0
0005;00009;POUPANCA;0.0;0.0
0005;00010;CORRENTE;-1.0;500.0
0006;00011;POUPANCA;0.0;0.0
0006;00012;CORRENTE;0.0;500.0
0007;00013;POUPANCA;0.0;0.0
0007;00014;CORRENTE;0.0;500.0
0008;00015;POUPANCA;0.0;0.0
0008;00016;CORRENTE;0.0;500.0
0009;00017;POUPANCA;0.0;0.0
0009;00018;CORRENTE;0.0;500.0
0010;00019;POUPANCA;0.0;0.0
0010;00020;CORRENTE;0.0;500.0
0011;00021;POUPANCA;0.0;0.0
0011;00022;CORRENTE;0.0;500.0
0012;00023;POUPANCA;0.0;0.0
0012;00024;CORRENTE;0.0;500.0
0013;00025;POUPANCA;0.0;0.0
0013;00026;CORRENTE;0.0;500.0
0014;00027;POUPANCA;0.0;0.0
0014;00028;CORRENTE;0.0;500.0
0015;00029;POUPANCA;0.0;0.0
0015;00030;CORRENTE;0.0;500.0
0016;00031;POUPANCA;0.0;0.0
0016;00032;CORRENTE;0.0;500.0
0017;00033;POUPANCA;0.0;0.0
0017;00034;CORRENTE;0.0;500.0
0018;00035;POUPANCA;0.0;0.0
0018;00036;CORRENTE;0.0;500.0
0019;00037;POUPANCA;0.0;0.0
0019;00038;CORRENTE;0.0;500.0
0020;00039;POUPANCA;0.0;0.0
0020;00040;CORRENTE;0.0;500.0
0021;00041;POUPANCA;0.0;0.0
0021;00042;CORRENTE;0.0;500.0
0022;00043;POUPANCA;0.0;0.0
0022;00044;CORRENTE;0.0;500.0
0023;00045;POUPANCA;0.0;0.0
0024;00046;CORRENTE;0.0;500.0
0024;00047;POUPANCA;0.0;0.0
0025;00048;CORRENTE;0.0;500.0
0025;00049;POUPANCA;0.0;0.0
0026;00050;CORRENTE;0.0;500.0
0027;00051;POUPANCA;0.0;0.0
0027;00052;CORRENTE;0.0;500.0
0028;00053;POUPANCA;0.0;0.0
0028;00054;CORRENTE;0.0;500.0
0029;00055;POUPANCA;0.0;0.0
0029;00056;CORRENTE;0.0;500.0
0030;00057;POUPANCA;0.0;0.0
0031;00058;POUPANCA;0.0;0.0
0032;00059;POUPANCA;0.0;0.0
0033;00060;POUPANCA;0.0;0.0
0034;00061;POUPANCA;0.0;0.0
0035;00062;POUPANCA;0.0;0.0
0036;00063;POUPANCA;0.0;0.0
0037;00064;POUPANCA;0.0;0.0
0038;00065;POUPANCA;0.0;0.0
0039;00066;POUPANCA;0.0;0.0
0040;00067;POUPANCA;0.0;0.0
0041;00068;POUPANCA;0.0;0.0
0042;00069;POUPANCA;0.0;0.0
0043;00070;POUPANCA;0.0;0.0
0044;00071;POUPANCA;0.0;0.0
0045;00072;POUPANCA;0.0;0.0
0046;00073;POUPANCA;0.0;0.0
0047;00074;POUPANCA;0.0;0.0
0048;00075;POUPANCA;0.0;0.0
0049;00076;POUPANCA;0.0;0.0
0050;00077;POUPANCA;0.0;0.0
0051;00078;POUPANCA;0.0;0.0
0052;00079;POUPANCA;0.0;0.0
0053;00080;POUPANCA;0.0;0.0
0054;00081;POUPANCA;0.0;0.0
0055;00082;POUPANCA;0.0;0.0
0056;00083;POUPANCA;0.0;0.0
0057;00084;POUPANCA;0.0;0.0
0058;00085;POUPANCA;0.0;0.0
0059;00086;POUPANCA;0.0;0.0
0060;00087;POUPANCA;0.0;0.0
0061;00088;POUPANCA;0.0;0.0
0062;00089;POUPANCA;0.0;0.0
